_id,title,release_year,movie_rating,summary,Up_System
2654,The Fate of the Furious,2017,6.7,"When a mysterious woman seduces Dom into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",CM
2655,WALLE,2008,8.4,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",CM
2656,Big Hero 6,2014,7.8,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",CM
2657,Mission: Impossible - Fallout,2018,7.8,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",CM
2658,National Treasure: Book of Secrets,2007,6.5,Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.,CM
2659,Alvin and the Chipmunks: The Squeakquel,2009,4.5,"The world famous singing pre-teen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.",CM
2660,Mrs. Doubtfire,1993,7.0,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",CM
2661,Beauty and the Beast,1991,8.0,"A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.",CM
2662,Ted,2012,6.9,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",CM
2663,King Kong,2005,7.2,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to the mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with leading lady Ann Darrow.",CM
2664,Ghost,1990,7.0,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",CM
2665,How to Train Your Dragon,2010,8.1,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",CM
2666,The Da Vinci Code,2006,6.6,"A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity.",CM
2667,Aladdin,1992,8.0,"When a street urchin finds a lamp with a genie inside, he uses the lamp to turn himself into a prince in order to win the heart of a beautiful princess. But an evil vizier is after the lamp too.",CM
2668,Alvin and the Chipmunks,2007,5.2,Three musical chipmunksare discovered by an aspiring songwriter and wants to become famous by using their amazing singing abilities.,CM
2669,Ant-Man and the Wasp,2018,7.1,"As Scott Lang balances being both a Super Hero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.",CM
2670,Saving Private Ryan,1998,8.6,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",CM
2671,Madagascar 3: Europe's Most Wanted,2012,6.8,"The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal control officer.",CM
2672,Bohemian Rhapsody,2018,8.1,"The story of the legendary rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",CM
2673,Kung Fu Panda,2008,7.6,"The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance. However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a novice in martial arts.",CM
2674,Mission: Impossible II,2000,6.1,"IMF Agent Ethan Hunt is sent to Sydney, to find and destroy a genetically modified disease called ""Chimera"".",CM
2675,A Star Is Born,2018,7.8,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,CM
2676,X2: X-Men United,2003,7.5,"When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him.",CM
2677,The Lorax,2012,6.4,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",CM
2678,Solo: A Star Wars Story,2018,7.0,"During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion.",CM
2679,Venom,2018,6.8,"A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.",CM
2680,Austin Powers in Goldmember,2002,6.2,"Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.",CM
2681,300,2006,7.7,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,CM
2682,Back to the Future,1985,8.5,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",CM
2683,Fast Five,2011,7.3,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,CM
2684,Coco,2017,8.4,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",CM
2685,Mission: Impossible - Ghost Protocol,2011,7.4,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.",CM
2686,Wedding Crashers,2005,7.0,"John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.",CM
2687,Sherlock Holmes,2009,7.6,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,CM
2688,Dawn of the Planet of the Apes,2014,7.6,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,CM
2689,Batman Begins,2005,8.2,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",CM
2690,Charlie and the Chocolate Factory,2005,6.6,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",CM
2691,Ratatouille,2007,8.0,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,CM
2692,Thor: The Dark World,2013,7.0,"When Dr. Jane Foster gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves.",CM
2693,Austin Powers: The Spy Who Shagged Me,1999,6.6,"Dr. Evil is back and has invented a new time machine that allows him to go back to the 1960s and steal Austin Powers' mojo, inadvertently leaving him ""shagless"".",CM
2694,Terminator 2: Judgment Day,1991,8.5,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.",CM
2695,The Amazing Spider-Man 2,2014,6.6,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",CM
2696,World War Z,2013,7.0,"Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.",CM
2697,The Mummy Returns,2001,6.4,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.",CM
2698,Armageddon,1998,6.7,"After discovering that an asteroid the size of Texas is going to impact Earth in less than a month, N.A.S.A. recruits a misfit team of deep core drillers to save the planet.",CM
2699,Cinderella,2015,6.9,"When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",CM
2700,Ralph Breaks the Internet,2018,7.2,"Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.",CM
2701,Tangled,2010,7.8,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",CM
2702,Godzilla,2014,6.4,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",CM
2703,Superman Returns,2006,6.1,"Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.",CM
2704,Spectre,2015,6.8,"A cryptic message from 007's past sends him pitted against a mysterious terrorist organization called Spectre, and learns of its involvement in previous events of his most dangerous missions.",CM
2705,Gone with the Wind,1939,8.2,A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,CM
2706,Pearl Harbor,2001,6.1,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,CM
2707,Monsters vs. Aliens,2009,6.5,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,CM
2708,Happy Feet,2006,6.5,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",CM
2709,Indiana Jones and the Last Crusade,1989,8.2,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",CM
2710,Ice Age: Dawn of the Dinosaurs,2009,7.0,"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.",CM
2711,Ice Age: The Meltdown,2006,6.8,"Manny, Sid, and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny, in fact, is not the last of the woolly mammoths.",CM
2712,Mission: Impossible - Rogue Nation,2015,7.4,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",CM
2713,Madagascar,2005,6.9,"A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild.",CM
2714,Toy Story,1995,8.3,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,CM
2715,22 Jump Street,2014,7.0,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",CM
2716,Twilight,2008,5.2,"Bella Swan moves to Forks and encounters Edward Cullen, a gorgeous boy with a secret.",CM
2717,Cars 2,2011,6.2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,CM
2718,Teenage Mutant Ninja Turtles,2014,5.8,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",CM
2719,Men in Black II,2002,6.1,Agent J needs help so he is sent to find Agent K and restore his memory.,CM
2720,Spider-Man: Into the Spider-Verse,2018,8.5,"Teen Miles Morales becomes Spider-Man of his reality, crossing his path with five counterparts from other dimensions to stop a threat for all realities.",CM
2721,Wreck-It Ralph,2012,7.7,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",CM
2722,Grease,1978,7.2,"Good girl Sandy and greaser Danny fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",CM
2723,Dunkirk,2017,7.9,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.",CM
2724,A Quiet Place,2018,7.6,"In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.",CM
2725,Interstellar,2014,8.6,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,CM
2726,Gladiator,2000,8.5,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,CM
2727,The Croods,2013,7.2,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",CM
2728,Sherlock Holmes: A Game of Shadows,2011,7.5,"Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe.",CM
2729,The Day After Tomorrow,2004,6.4,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.",CM
2730,Mr. &amp; Mrs. Smith,2005,6.5,A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.,CM
2731,Snow White and the Seven Dwarfs,1937,7.6,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",CM
2732,Pitch Perfect 2,2015,6.4,"After a humiliating commando performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.",CM
2733,Dances with Wolves,1990,8.0,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.",CM
2734,Batman Forever,1995,5.4,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",CM
2735,The Fugitive,1993,7.8,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",CM
2736,The Revenant,2015,8.0,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,CM
2737,Ocean's Eleven,2001,7.8,Danny Ocean and his eleven accomplices plan to rob three Las Vegas casinos simultaneously.,CM
2738,The Polar Express,2004,6.6,"On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.",CM
2739,The Simpsons Movie,2007,7.3,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the family are declared fugitives.",CM
2740,What Women Want,2000,6.4,"After an accident, a chauvinistic executive gains the ability to hear what women are really thinking.",CM
2741,The Perfect Storm,2000,6.4,An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger.,CM
2742,Lincoln,2012,7.4,"As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.",CM
2743,Liar Liar,1997,6.9,A fast-track lawyer can't lie for 24 hours due to his son's birthday wish after he disappoints his son for the last time.,CM
2744,Jurassic Park III,2001,5.9,"A decidedly odd couple with alterior motives convince Dr. Grant to go to Isla Sorna, resulting in an unexpected landing, and startling new inhabitants on the island.",CM
2745,Thor,2011,7.0,"The powerful, but arrogant god Thor, is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",CM
2746,Mission: Impossible,1996,7.1,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",CM
2747,Ant-Man,2015,7.3,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",CM
2748,Planet of the Apes,2001,5.7,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",CM
2749,Madagascar: Escape 2 Africa,2008,6.7,"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.",CM
2750,Flushed Away,2006,6.6,"The story of an uptown rat that gets flushed down the toilet from his penthouse apartment, ending in the sewers of London, where he has to learn a whole new and different way of life.",CM
2751,L.A. Confidential,1997,8.3,"As corruption grows in 1950s Los Angeles, three policemen -- one strait-laced, one brutal, and one sleazy -- investigate a series of murders with their own brand of justice.",CM
2752,Chronicle,2012,7.1,Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides.,CM
2753,A Dog's Purpose,2017,7.1,A dog looks to discover his purpose in life over the course of several lifetimes and owners.,CM
2754,The Happening,2008,5.0,"A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.",CM
2755,The Purge,2013,5.7,"A wealthy family are held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.",CM
2756,The Wedding Ringer,2015,6.7,"Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need.",CM
2757,Field of Dreams,1989,7.5,"An Iowa corn farmer, hearing voices, interprets them as a command to build a baseball diamond in his fields; he does, and the 1919 Chicago White Sox come.",CM
2758,Miracle,2004,7.5,"The true story of Herb Brooks, the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Russian squad.",CM
2759,The Nut Job,2014,5.7,"An incorrigibly self-serving exiled squirrel finds himself helping his former park brethren survive by raiding a nut store, a location that also happens to be a front for a human gang's bank robbery.",CM
2760,Down to Earth,2001,5.4,"After dying before his time, an aspiring black comic gets a second shot at life - by being placed in the body of a wealthy white businessman.",CM
2761,17 Again,2009,6.4,Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,CM
2762,Ice Age: Collision Course,2016,5.7,"When Scrat's acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend.",CM
2763,Deja Vu,2006,7.1,"After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.",CM
2764,Happy Feet Two,2011,5.9,"Mumble's son, Erik, is struggling to realize his talents in the Emperor Penguin world. Meanwhile, Mumble and his family and friends discover a new threat their home -- one that will take everyone working together to save them.",CM
2765,Diary of a Wimpy Kid,2010,6.2,"The adventures of a 12 year old who is fresh out of elementary and transitions to middle school, where he has to learn the consequences and responsibility to survive the year.",CM
2766,Working Girl,1988,6.8,"When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job.",CM
2767,Sky High,2005,6.2,"Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",CM
2768,Last Vegas,2013,6.6,Four friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,CM
2769,Scent of a Woman,1992,8.0,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",CM
2770,Mona Lisa Smile,2003,6.5,A free-thinking art professor teaches conservative 1950s Wellesley girls to question their traditional social roles.,CM
2771,The Shape of Water,2017,7.3,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",CM
2772,In &amp; Out,1997,6.4,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,CM
2773,Life,1999,6.7,"In 1932, two strangers are wrongfully convicted and develop a strong friendship in prison that lasts them through the 20th century.",CM
2774,The Witches of Eastwick,1987,6.5,"Three single women in a picturesque village have their wishes granted, at a cost, when a mysterious and flamboyant man arrives in their lives.",CM
2775,Song of the South,1946,7.3,"The kindly story-teller Uncle Remus tells a young boy stories about trickster Br'er Rabbit, who outwits Br'er Fox and slow-witted Br'er Bear.",CM
2776,What About Bob?,1991,7.0,"A successful psychotherapist loses his mind after one of his most dependent patients, an obsessive-compulsive neurotic, tracks him down during his family vacation.",CM
2777,Unknown,2011,6.9,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",CM
2778,Thunderball,1965,7.0,James Bond heads to the Bahamas to recover two nuclear warheads stolen by S.P.E.C.T.R.E. Agent Emilio Largo in an international extortion scheme.,CM
2779,The Fifth Element,1997,7.7,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",CM
2780,Hope Springs,2012,6.3,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",CM
2781,Risky Business,1983,6.8,"A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand.",CM
2782,A Fish Called Wanda,1988,7.6,"In London, four very different people team up to commit armed robbery, then try to doublecross each other for the loot.",CM
2783,The Fox and the Hound,1981,7.3,Two childhood friends find themselves forced to become enemies.,CM
2784,Miami Vice,2006,6.0,"Based on the 1980s TV action/drama, this update focuses on vice detectives Crockett and Tubbs as their respective personal and professional lives become dangerously intertwined.",CM
2785,The Time Traveler's Wife,2009,7.1,"A Chicago librarian has a gene that causes him to involuntarily time travel, creating complications in his marriage.",CM
2786,Tango &amp; Cash,1989,6.4,"Framed by their ruthless arch-nemesis, a mismatched LAPD crime-fighting duo has to put its differences aside to even the score with the evil kingpin who put them behind bars once and for all.",CM
2787,She's All That,1999,5.9,A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.,CM
2788,Saw IV,2007,5.9,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",CM
2789,Dave,1993,6.8,"To avoid a potentially explosive scandal when the U.S. President goes into a coma, an affable temp agency owner with an uncanny resemblance is put in his place.",CM
2790,Madea's Family Reunion,2006,5.1,"While planning her family reunion, a pistol-packing grandma must contend with the other dramas on her plate, including the runaway who has been placed under her care, and her love-troubled nieces.",CM
2791,The Holiday,2006,6.9,"Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love.",CM
2792,Forgetting Sarah Marshall,2008,7.2,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",CM
2793,The Sorcerer's Apprentice,2010,6.1,Master sorcerer Balthazar Blake must find and train Merlin's descendant to defeat dark sorceress Morgana la Fe.,CM
2794,Rising Sun,1993,6.2,"When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company's executives and the investigating cop Tom Graham.",CM
2795,A Nightmare on Elm Street,2010,5.2,"The spectre of a dead child rapist haunts the children of the parents who murdered him, stalking and killing them in their dreams.",CM
2796,Beavis and Butt-Head Do America,1996,6.8,The dim-witted teen duo of Beavis and Butt-Head travel across America in search of their stolen television set.,CM
2797,The Boss,2016,5.4,"A titan of industry is sent to prison after she's caught insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",CM
2798,The Last Song,2010,5.9,"A rebellious girl is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",CM
2799,London Has Fallen,2016,5.9,"In London for the Prime Minister's funeral, Mike Banning is caught up in a plot to assassinate all the attending world leaders.",CM
2800,Jarhead,2005,7.0,A psychological study of operations desert shield and desert storm during the gulf war; through the eyes of a U.S marine sniper who struggles to cope with the possibility his girlfriend may be cheating on him back home.,CM
2801,Black Mass,2015,6.9,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",CM
2802,The Crying Game,1992,7.3,"A British soldier kidnapped by IRA terrorists soon befriends one of his captors, who then becomes drawn into the soldier's world.",CM
2803,The Fast and the Furious: Tokyo Drift,2006,6.0,A teenager becomes a major competitor in the world of drift racing after moving in with his father in Tokyo to avoid a jail sentence in America.,CM
2804,The Adjustment Bureau,2011,7.1,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,CM
2805,Underworld Awakening,2012,6.4,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",CM
2806,Underworld: Evolution,2006,6.7,"Picking up directly from the previous movie, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them.",CM
2807,For Your Eyes Only,1981,6.8,Agent 007 is assigned to hunt for a lost British encryption device and prevent it from falling into enemy hands.,CM
2808,Bewitched,2005,4.8,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic sitcom Bewitched (1964).",CM
2809,Down and Out in Beverly Hills,1986,6.2,A rich but troubled family find their lives altered by the arrival of a vagrant who tries to drown himself in their swimming pool.,CM
2810,Splash,1984,6.2,"A young man is reunited with a mermaid who saved him from drowning as a boy. He falls in love with her, not knowing who or what she is.",CM
2811,The Wolfman,2010,5.8,"Upon his return to his ancestral homeland, an American man is bitten, and subsequently cursed by, a werewolf.",CM
2812,Mousehunt,1997,6.4,Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.,CM
2813,The Electric Horseman,1979,6.3,"A rodeo star past his prime steals his company's horse and rides into the desert, with a feisty reporter accompanying him.",CM
2814,Ender's Game,2013,6.6,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.",CM
2815,Patton,1970,8.0,"The World War II phase of the career of the controversial American general, George S. Patton.",CM
2816,Miracles from Heaven,2016,7.1,Based on the incredible true story of the Beam family.,CM
2817,Cinderella Man,2005,8.0,"The story of James Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s.",CM
2818,The Goonies,1985,7.8,"In order to save their home from foreclosure, a group of misfits set out to find a pirate's ancient valuable treasure.",CM
2819,Flatliners,1990,6.6,"Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives.",CM
2820,National Lampoon's Vacation,1983,7.4,The Griswold family's cross-country drive to the Walley World theme park proves to be much more arduous than they ever anticipated.,CM
2821,Stomp the Yard,2007,5.3,"After the death of his brother, an expert street dancer goes to Georgia to attend Truth University. But his efforts to get an education and woo the girl he likes are sidelined when he joins... See full summary&nbsp;",CM
2822,The Saint,1997,6.2,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",CM
2823,Rules of Engagement,2000,6.4,An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a third world country.,CM
2824,The Cell,2000,6.3,"An F.B.I. Agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.",CM
2825,Deepwater Horizon,2016,7.1,"A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.",CM
2826,Misery,1990,7.8,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",CM
2827,Friday Night Lights,2004,7.3,"Based on H.G. Bissinger's book, which profiled the economically depressed town of Odessa, Texas and their heroic high school football team, The Permian High Panthers.",CM
2828,The Shaggy Dog,2006,4.4,A man tries to live a normal life despite the fact that he sometimes turns into a sheepdog.,CM
2829,Prisoners,2013,8.1,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",CM
2830,The Devil's Advocate,1997,7.5,An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.,CM
2831,Get Him to the Greek,2010,6.4,A record company intern is hired to accompany out-of-control British rock star Aldous Snow to a concert at L.A.'s Greek Theater.,CM
2832,Mission to Mars,2000,5.6,"When the first manned mission to Mars meets with a catastrophic and mysterious disaster after reporting an unidentified structure, a rescue mission is launched to investigate the tragedy and bring back any survivors.",CM
2833,Harlem Nights,1989,6.0,"During the 1930s, a New York City illegal gambling house owner and his associates must deal with strong competition, gangsters, and corrupt cops in order to stay in business.",CM
2834,Coyote Ugly,2000,5.7,"Aspiring songwriter Violet Sanford, after getting a job at a women-run NYC bar that teases its male patrons, comes out of her shell.",CM
2835,God's Not Dead,2014,4.8,"College philosophy professor Mr. Radisson's curriculum is challenged by his new student, Josh, who believes God exists.",CM
2836,Poseidon,2006,5.6,"On New Year's Eve, the luxury ocean liner Poseidon capsizes after being swamped by a rogue wave. The survivors are left to fight for their lives as they attempt to escape the sinking ship.",CM
2837,Fantasia 2000,1999,7.2,An update of the original film with new interpretations of great works of classical music.,CM
2838,Three Kings,1999,7.1,"In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help.",CM
